transaction_id,customer_id,campaign_id,transaction_amount,clicks,impressions,conversions,transaction_date
23389,5994,455,19.02,1,13,0,2025-09-01 12:00:00
23390,11878,717,50.17,4,52,1,2025-09-01 13:00:00
23391,18350,114,97.97,2,40,0,2025-09-01 14:00:00
23392,9928,634,108.55,4,40,0,2025-09-01 15:00:00
23393,671,507,78.34,0,24,0,2025-09-01 16:00:00
23394,3275,983,32.73,3,51,0,2025-09-01 17:00:00
23395,10052,583,204.41,3,23,1,2025-09-01 18:00:00
23396,14760,806,94.84,4,35,0,2025-09-01 19:00:00
23397,13306,208,102.08,5,17,0,2025-09-01 20:00:00
23398,17605,599,105.0,4,25,1,2025-09-01 21:00:00
23399,9258,232,75.86,4,7,0,2025-09-01 22:00:00
23400,6358,996,45.09,4,31,0,2025-09-01 23:00:00
23401,8445,340,39.54,3,29,0,2025-09-02 00:00:00
23402,4075,407,81.59,3,5,0,2025-09-02 01:00:00
23403,6012,560,43.27,1,20,0,2025-09-02 02:00:00
23404,1228,462,125.28,4,53,0,2025-09-02 03:00:00
23405,17077,804,22.96,5,40,0,2025-09-02 04:00:00
23406,17196,46,85.58,2,5,0,2025-09-02 05:00:00
23407,16273,260,23.67,0,17,0,2025-09-02 06:00:00
23408,18420,319,41.67,4,31,0,2025-09-02 07:00:00
23409,13083,162,14.46,5,41,1,2025-09-02 08:00:00
23410,16535,338,44.28,3,41,0,2025-09-02 09:00:00
23411,2294,981,47.47,3,10,1,2025-09-02 10:00:00
23412,9274,925,19.94,4,34,0,2025-09-02 11:00:00
23413,10949,215,29.64,3,18,0,2025-09-02 12:00:00
23414,8699,566,21.92,2,34,0,2025-09-02 13:00:00
23415,9308,977,38.1,3,29,1,2025-09-02 14:00:00
23416,7781,505,60.79,1,19,0,2025-09-02 15:00:00
23417,1965,491,17.66,2,23,0,2025-09-02 16:00:00
23418,6045,958,35.09,3,14,0,2025-09-02 17:00:00
23419,11334,882,49.55,3,26,0,2025-09-02 18:00:00
23420,12167,787,89.91,2,32,0,2025-09-02 19:00:00
23421,5546,212,58.7,1,48,0,2025-09-02 20:00:00
23422,16414,631,96.78,3,22,0,2025-09-02 21:00:00
23423,17105,413,13.62,5,28,1,2025-09-02 22:00:00
23424,14598,317,20.3,5,54,0,2025-09-02 23:00:00
23425,14419,123,139.84,2,20,0,2025-09-03 00:00:00
23426,11190,599,64.3,4,9,1,2025-09-03 01:00:00
23427,19672,283,36.53,2,31,0,2025-09-03 02:00:00
23428,3804,18,32.52,3,41,0,2025-09-03 03:00:00
23429,18437,604,78.87,5,40,0,2025-09-03 04:00:00
23430,17655,758,119.09,5,17,1,2025-09-03 05:00:00
23431,17501,521,48.13,5,31,0,2025-09-03 06:00:00
23432,1815,857,17.12,3,20,0,2025-09-03 07:00:00
23433,19646,211,111.2,3,36,0,2025-09-03 08:00:00
23434,8037,360,35.78,0,23,0,2025-09-03 09:00:00
23435,6913,603,121.18,2,4,0,2025-09-03 10:00:00
23436,18865,273,83.26,2,30,0,2025-09-03 11:00:00
23437,15586,640,29.65,2,30,0,2025-09-03 12:00:00
23438,12146,837,15.92,1,14,0,2025-09-03 13:00:00
23439,19655,197,45.63,4,9,0,2025-09-03 14:00:00
23440,3493,759,14.2,3,22,0,2025-09-03 15:00:00
23441,5228,745,97.98,8,17,0,2025-09-03 16:00:00
23442,11795,285,12.91,2,27,0,2025-09-03 17:00:00
23443,18281,546,152.95,2,38,0,2025-09-03 18:00:00
23444,18621,296,44.37,2,30,0,2025-09-03 19:00:00
23445,15872,726,42.98,2,41,0,2025-09-03 20:00:00
23446,15475,507,102.48,5,10,0,2025-09-03 21:00:00
23447,18439,158,49.59,2,5,0,2025-09-03 22:00:00
23448,19923,540,37.45,3,9,0,2025-09-03 23:00:00
23449,11612,300,21.4,5,52,0,2025-09-04 00:00:00
23450,1100,544,75.4,4,48,0,2025-09-04 01:00:00
23451,19012,293,44.67,1,28,0,2025-09-04 02:00:00
23452,15798,49,45.27,5,9,0,2025-09-04 03:00:00
23453,6284,222,24.7,3,46,0,2025-09-04 04:00:00
23454,4563,226,17.75,3,42,1,2025-09-04 05:00:00
23455,18228,574,29.01,3,26,0,2025-09-04 06:00:00
23456,14970,748,91.81,3,41,1,2025-09-04 07:00:00
23457,17617,416,59.28,2,14,0,2025-09-04 08:00:00
23458,13112,188,31.7,5,16,1,2025-09-04 09:00:00
23459,16466,421,27.53,1,20,0,2025-09-04 10:00:00
23460,14655,776,10.19,7,26,0,2025-09-04 11:00:00
23461,10611,89,11.56,4,47,1,2025-09-04 12:00:00
23462,16243,44,42.73,3,22,0,2025-09-04 13:00:00
23463,9288,119,24.81,2,27,0,2025-09-04 14:00:00
23464,11360,354,148.09,2,9,0,2025-09-04 15:00:00
23465,5381,531,50.73,8,34,0,2025-09-04 16:00:00
23466,9019,895,126.14,1,26,0,2025-09-04 17:00:00
23467,18201,889,21.35,3,33,0,2025-09-04 18:00:00
23468,12624,766,16.56,1,43,0,2025-09-04 19:00:00
23469,14168,24,99.55,4,26,0,2025-09-04 20:00:00
23470,2062,363,57.01,1,19,0,2025-09-04 21:00:00
23471,17101,607,71.76,2,43,0,2025-09-04 22:00:00
23472,564,278,50.16,4,33,1,2025-09-04 23:00:00
23473,2329,67,32.12,3,45,1,2025-09-05 00:00:00
23474,15579,193,27.02,5,33,0,2025-09-05 01:00:00
23475,17701,586,15.01,3,24,0,2025-09-05 02:00:00
23476,2758,198,14.15,3,21,0,2025-09-05 03:00:00
23477,14726,298,39.9,2,17,0,2025-09-05 04:00:00
23478,17812,374,27.3,3,45,0,2025-09-05 05:00:00
23479,15127,431,53.26,2,37,0,2025-09-05 06:00:00
23480,7349,61,71.67,4,19,0,2025-09-05 07:00:00
23481,15291,512,63.15,1,47,0,2025-09-05 08:00:00
23482,10358,583,117.34,2,29,0,2025-09-05 09:00:00
23483,18769,841,76.34,2,6,0,2025-09-05 10:00:00
23484,8416,929,35.07,7,25,0,2025-09-05 11:00:00
23485,13588,696,32.37,2,49,0,2025-09-05 12:00:00
23486,12547,726,13.11,2,4,0,2025-09-05 13:00:00
23487,8001,589,50.09,3,21,0,2025-09-05 14:00:00
23488,293,690,66.74,2,28,0,2025-09-05 15:00:00
23489,12792,295,29.16,3,40,0,2025-09-05 16:00:00
23490,13948,734,103.67,4,32,0,2025-09-05 17:00:00
23491,1535,169,32.44,2,5,0,2025-09-05 18:00:00
23492,1392,369,32.1,1,30,0,2025-09-05 19:00:00
23493,17405,632,29.08,6,22,1,2025-09-05 20:00:00
23494,620,998,14.94,6,53,0,2025-09-05 21:00:00
23495,9489,811,260.97,5,9,1,2025-09-05 22:00:00
23496,12479,891,43.04,4,48,0,2025-09-05 23:00:00
23497,19042,306,150.39,1,28,0,2025-09-06 00:00:00
23498,9873,159,52.76,3,26,0,2025-09-06 01:00:00
23499,12824,891,111.43,2,50,0,2025-09-06 02:00:00
23500,5378,491,56.11,4,52,1,2025-09-06 03:00:00
23501,7800,538,62.22,1,31,0,2025-09-06 04:00:00
23502,15118,482,160.51,3,37,0,2025-09-06 05:00:00
23503,17167,701,81.8,6,49,0,2025-09-06 06:00:00
23504,14885,433,19.81,5,52,0,2025-09-06 07:00:00
23505,1717,720,63.66,2,45,0,2025-09-06 08:00:00
23506,12882,81,30.72,4,16,0,2025-09-06 09:00:00
23507,8446,514,36.09,2,4,0,2025-09-06 10:00:00
23508,2872,346,111.5,2,43,0,2025-09-06 11:00:00
23509,15085,764,105.93,4,40,0,2025-09-06 12:00:00
23510,1699,110,31.79,3,6,1,2025-09-06 13:00:00
23511,8165,774,129.03,4,18,1,2025-09-06 14:00:00
23512,3402,230,42.1,1,15,0,2025-09-06 15:00:00
23513,6649,147,26.8,1,15,0,2025-09-06 16:00:00
23514,8541,916,12.24,2,41,0,2025-09-06 17:00:00
23515,17314,73,28.54,1,24,0,2025-09-06 18:00:00
23516,2229,706,82.73,4,23,0,2025-09-06 19:00:00
23517,5577,229,42.75,5,11,0,2025-09-06 20:00:00
23518,9871,414,22.13,2,14,0,2025-09-06 21:00:00
23519,17411,161,42.4,2,5,0,2025-09-06 22:00:00
23520,14601,154,129.84,6,35,0,2025-09-06 23:00:00
23521,4638,574,27.32,1,10,0,2025-09-07 00:00:00
23522,17175,304,68.13,2,30,0,2025-09-07 01:00:00
23523,11584,121,17.12,5,50,1,2025-09-07 02:00:00
23524,2468,612,113.29,1,50,0,2025-09-07 03:00:00
23525,12334,143,45.55,2,25,0,2025-09-07 04:00:00
23526,17488,610,26.78,1,21,0,2025-09-07 05:00:00
23527,4864,363,105.73,4,30,0,2025-09-07 06:00:00
23528,860,399,17.66,3,5,1,2025-09-07 07:00:00
23529,6548,973,31.76,4,52,1,2025-09-07 08:00:00
23530,17870,570,19.25,2,15,0,2025-09-07 09:00:00
23531,5229,217,112.56,4,36,0,2025-09-07 10:00:00
23532,12526,478,38.8,3,26,1,2025-09-07 11:00:00
23533,8659,951,27.39,3,42,0,2025-09-07 12:00:00
23534,3281,720,106.88,4,12,1,2025-09-07 13:00:00
23535,12957,759,126.98,3,10,0,2025-09-07 14:00:00
23536,14974,192,15.1,3,22,0,2025-09-07 15:00:00
23537,5725,935,56.07,3,48,1,2025-09-07 16:00:00
23538,2131,238,50.5,0,47,0,2025-09-07 17:00:00
23539,6858,554,99.71,3,5,1,2025-09-07 18:00:00
23540,9508,3,45.14,4,43,0,2025-09-07 19:00:00
23541,13175,587,14.84,2,4,0,2025-09-07 20:00:00
23542,12470,415,189.59,4,18,1,2025-09-07 21:00:00
23543,1184,647,49.65,3,39,1,2025-09-07 22:00:00
23544,15248,662,60.53,1,32,0,2025-09-07 23:00:00
23545,5427,298,12.67,3,38,0,2025-09-08 00:00:00
23546,5492,444,90.74,1,18,0,2025-09-08 01:00:00
23547,767,872,127.12,3,21,0,2025-09-08 02:00:00
23548,10784,14,27.11,4,31,0,2025-09-08 03:00:00
23549,7016,949,26.94,1,17,0,2025-09-08 04:00:00
23550,3910,583,21.39,1,9,0,2025-09-08 05:00:00
23551,5090,752,49.4,4,34,0,2025-09-08 06:00:00
23552,420,413,11.08,2,50,0,2025-09-08 07:00:00
23553,16646,627,16.85,0,17,0,2025-09-08 08:00:00
23554,16173,625,57.32,3,41,0,2025-09-08 09:00:00
23555,15365,974,43.19,3,21,0,2025-09-08 10:00:00
23556,14648,631,78.28,2,6,0,2025-09-08 11:00:00
23557,903,403,77.83,4,9,0,2025-09-08 12:00:00
23558,13038,71,38.5,3,30,0,2025-09-08 13:00:00
23559,7227,494,66.27,0,18,0,2025-09-08 14:00:00
23560,915,252,108.29,3,41,1,2025-09-08 15:00:00
23561,15166,662,55.45,2,44,0,2025-09-08 16:00:00
23562,50,411,182.77,0,11,0,2025-09-08 17:00:00
23563,7922,812,263.1,4,9,1,2025-09-08 18:00:00
23564,2010,972,46.0,2,5,0,2025-09-08 19:00:00
23565,16309,378,25.08,3,44,0,2025-09-08 20:00:00
23566,632,417,87.57,1,20,0,2025-09-08 21:00:00
23567,17958,457,19.56,2,24,0,2025-09-08 22:00:00
23568,7911,14,84.34,4,29,0,2025-09-08 23:00:00
23569,7569,786,39.32,6,32,0,2025-09-09 00:00:00
23570,8915,466,85.41,3,39,0,2025-09-09 01:00:00
23571,15643,434,27.69,1,41,0,2025-09-09 02:00:00
23572,2311,969,40.31,3,32,0,2025-09-09 03:00:00
23573,8401,235,100.42,4,49,0,2025-09-09 04:00:00
23574,17273,107,30.74,5,30,0,2025-09-09 05:00:00
23575,12652,711,36.13,3,34,1,2025-09-09 06:00:00
23576,7660,993,52.81,0,30,0,2025-09-09 07:00:00
23577,14735,682,61.35,1,31,0,2025-09-09 08:00:00
23578,6753,801,20.46,5,26,1,2025-09-09 09:00:00
23579,16289,743,57.31,7,51,0,2025-09-09 10:00:00
23580,4448,779,42.85,6,21,1,2025-09-09 11:00:00
23581,18524,762,88.19,3,25,0,2025-09-09 12:00:00
23582,13460,321,62.83,3,26,1,2025-09-09 13:00:00
23583,11293,459,44.6,5,29,1,2025-09-09 14:00:00
23584,5136,602,108.16,1,16,0,2025-09-09 15:00:00
23585,8030,327,55.84,2,48,0,2025-09-09 16:00:00
23586,18361,162,41.63,3,7,0,2025-09-09 17:00:00
23587,12494,136,20.86,6,51,0,2025-09-09 18:00:00
23588,18253,320,21.54,1,24,0,2025-09-09 19:00:00
23589,2066,93,18.04,3,15,1,2025-09-09 20:00:00
23590,8007,378,96.33,3,9,0,2025-09-09 21:00:00
23591,18300,995,11.82,5,38,0,2025-09-09 22:00:00
23592,8369,200,183.03,3,34,1,2025-09-09 23:00:00
23593,2579,35,54.67,3,11,1,2025-09-10 00:00:00
23594,10868,372,15.99,0,3,0,2025-09-10 01:00:00
23595,19253,558,93.52,3,42,0,2025-09-10 02:00:00
23596,8714,147,114.23,2,4,0,2025-09-10 03:00:00
23597,17665,191,32.95,4,46,1,2025-09-10 04:00:00
23598,5377,219,32.56,3,4,1,2025-09-10 05:00:00
23599,14331,808,103.73,2,12,0,2025-09-10 06:00:00
23600,19686,123,43.2,2,17,0,2025-09-10 07:00:00
23601,19099,42,45.89,0,17,0,2025-09-10 08:00:00
23602,7386,512,120.84,1,20,0,2025-09-10 09:00:00
23603,10855,556,16.92,2,11,0,2025-09-10 10:00:00
23604,5002,430,118.1,0,40,0,2025-09-10 11:00:00
23605,11428,852,140.63,1,2,0,2025-09-10 12:00:00
23606,6536,169,10.68,3,49,1,2025-09-10 13:00:00
23607,9185,655,67.32,4,50,1,2025-09-10 14:00:00
23608,9117,401,26.59,4,53,1,2025-09-10 15:00:00
23609,3042,308,51.57,3,8,0,2025-09-10 16:00:00
23610,6131,836,62.34,2,21,0,2025-09-10 17:00:00
23611,12292,898,53.81,2,44,0,2025-09-10 18:00:00
23612,1585,391,66.82,2,47,0,2025-09-10 19:00:00
23613,19653,915,50.81,4,12,1,2025-09-10 20:00:00
23614,8822,182,77.71,4,16,0,2025-09-10 21:00:00
23615,3147,588,48.49,3,6,0,2025-09-10 22:00:00
23616,18241,846,21.35,4,15,1,2025-09-10 23:00:00
23617,2594,382,21.1,3,48,0,2025-09-11 00:00:00
23618,18958,5,62.56,6,12,1,2025-09-11 01:00:00
23619,11189,666,45.51,5,32,1,2025-09-11 02:00:00
23620,19201,985,32.19,4,42,0,2025-09-11 03:00:00
23621,15598,202,51.89,4,19,0,2025-09-11 04:00:00
23622,776,404,227.24,3,39,0,2025-09-11 05:00:00
23623,10111,245,59.77,2,48,0,2025-09-11 06:00:00
23624,735,268,69.16,7,33,0,2025-09-11 07:00:00
23625,2115,583,65.29,4,24,0,2025-09-11 08:00:00
23626,1174,792,69.4,3,47,1,2025-09-11 09:00:00
23627,13144,758,20.86,1,2,0,2025-09-11 10:00:00
23628,13723,513,17.03,4,26,0,2025-09-11 11:00:00
23629,9429,535,85.73,7,10,0,2025-09-11 12:00:00
23630,9765,370,23.76,2,37,0,2025-09-11 13:00:00
23631,9717,905,10.46,3,31,0,2025-09-11 14:00:00
23632,9599,140,27.75,1,47,0,2025-09-11 15:00:00
23633,17626,580,41.19,1,46,0,2025-09-11 16:00:00
23634,10451,872,25.64,5,31,0,2025-09-11 17:00:00
23635,12631,260,14.91,3,30,1,2025-09-11 18:00:00
23636,2536,55,24.45,2,14,0,2025-09-11 19:00:00
23637,9186,315,14.2,4,45,0,2025-09-11 20:00:00
23638,4590,762,48.41,3,35,1,2025-09-11 21:00:00
23639,9703,185,67.8,3,31,0,2025-09-11 22:00:00
23640,1959,701,72.41,5,53,0,2025-09-11 23:00:00
23641,18435,646,87.99,3,8,1,2025-09-12 00:00:00
23642,2586,300,12.63,1,5,0,2025-09-12 01:00:00
23643,7621,957,78.11,5,11,1,2025-09-12 02:00:00
23644,15287,577,78.54,2,32,0,2025-09-12 03:00:00
23645,3,207,45.43,1,16,0,2025-09-12 04:00:00
23646,2844,72,55.92,2,25,0,2025-09-12 05:00:00
23647,18671,589,66.45,2,8,0,2025-09-12 06:00:00
23648,1268,594,44.36,2,19,0,2025-09-12 07:00:00
23649,2475,23,248.2,3,39,1,2025-09-12 08:00:00
23650,17810,950,12.5,5,37,1,2025-09-12 09:00:00
23651,12118,111,16.03,2,36,0,2025-09-12 10:00:00
23652,10861,921,26.1,2,51,0,2025-09-12 11:00:00
23653,10497,58,52.5,2,30,0,2025-09-12 12:00:00
23654,17115,178,138.22,2,14,0,2025-09-12 13:00:00
23655,2814,733,175.5,1,13,0,2025-09-12 14:00:00
23656,5193,843,173.1,2,9,0,2025-09-12 15:00:00
23657,17348,218,162.85,6,13,0,2025-09-12 16:00:00
23658,7897,690,108.98,5,19,1,2025-09-12 17:00:00
23659,18847,201,48.1,5,35,0,2025-09-12 18:00:00
23660,11386,310,65.97,3,8,1,2025-09-12 19:00:00
23661,3387,271,11.17,4,49,1,2025-09-12 20:00:00
23662,6880,252,11.45,4,37,0,2025-09-12 21:00:00
23663,2498,690,112.74,3,47,1,2025-09-12 22:00:00
23664,13040,977,32.85,3,10,0,2025-09-12 23:00:00
23665,2804,949,33.49,3,5,1,2025-09-13 00:00:00
23666,11826,417,20.63,3,6,1,2025-09-13 01:00:00
23667,1218,375,25.06,4,23,0,2025-09-13 02:00:00
23668,526,659,71.83,2,31,0,2025-09-13 03:00:00
23669,7567,177,109.16,1,9,0,2025-09-13 04:00:00
23670,281,52,33.6,3,43,0,2025-09-13 05:00:00
23671,19804,445,64.49,4,45,0,2025-09-13 06:00:00
23672,3824,869,75.83,3,34,0,2025-09-13 07:00:00
23673,1722,678,46.29,2,32,0,2025-09-13 08:00:00
23674,6522,88,35.47,4,31,0,2025-09-13 09:00:00
23675,18168,362,56.12,3,6,0,2025-09-13 10:00:00
23676,13198,603,51.45,3,11,0,2025-09-13 11:00:00
23677,16468,349,29.31,3,31,1,2025-09-13 12:00:00
23678,11533,917,30.53,2,21,0,2025-09-13 13:00:00
23679,15891,732,21.1,5,54,0,2025-09-13 14:00:00
23680,8226,223,51.96,5,12,0,2025-09-13 15:00:00
23681,12133,481,148.8,1,12,0,2025-09-13 16:00:00
23682,9390,436,30.82,5,10,0,2025-09-13 17:00:00
23683,3800,755,65.68,2,33,0,2025-09-13 18:00:00
23684,19829,792,96.61,2,44,0,2025-09-13 19:00:00
23685,6967,423,177.55,3,20,0,2025-09-13 20:00:00
23686,10746,211,91.62,4,8,1,2025-09-13 21:00:00
23687,14521,157,15.03,0,34,0,2025-09-13 22:00:00
23688,12488,906,13.8,2,25,0,2025-09-13 23:00:00
23689,15969,401,72.9,1,30,0,2025-09-14 00:00:00
23690,5253,417,75.44,4,45,1,2025-09-14 01:00:00
23691,3033,43,115.68,1,24,0,2025-09-14 02:00:00
23692,5163,468,87.84,0,4,0,2025-09-14 03:00:00
23693,4200,389,54.71,7,30,0,2025-09-14 04:00:00
23694,13329,615,70.35,1,49,0,2025-09-14 05:00:00
23695,15449,302,57.46,2,13,0,2025-09-14 06:00:00
23696,9770,767,126.26,2,13,0,2025-09-14 07:00:00
23697,6847,384,40.0,2,34,0,2025-09-14 08:00:00
23698,19512,385,19.99,2,39,0,2025-09-14 09:00:00
23699,10182,740,20.27,9,12,1,2025-09-14 10:00:00
23700,5314,164,11.03,6,39,0,2025-09-14 11:00:00
23701,7633,318,95.04,2,49,0,2025-09-14 12:00:00
23702,1910,115,53.83,3,10,1,2025-09-14 13:00:00
23703,8261,277,41.18,3,50,0,2025-09-14 14:00:00
23704,17612,917,78.02,3,11,0,2025-09-14 15:00:00
23705,8004,527,28.99,5,41,0,2025-09-14 16:00:00
23706,10537,50,75.32,1,43,0,2025-09-14 17:00:00
23707,19643,565,107.39,5,9,1,2025-09-14 18:00:00
23708,16807,123,57.9,2,28,0,2025-09-14 19:00:00
23709,7326,198,187.36,4,6,0,2025-09-14 20:00:00
23710,1150,412,76.27,4,42,0,2025-09-14 21:00:00
23711,7044,145,38.86,2,6,0,2025-09-14 22:00:00
23712,12550,836,59.04,1,30,0,2025-09-14 23:00:00
23713,17005,377,16.42,1,10,0,2025-09-15 00:00:00
23714,13229,810,131.82,1,33,0,2025-09-15 01:00:00
23715,16978,255,62.59,1,2,0,2025-09-15 02:00:00
23716,14817,618,36.43,3,31,0,2025-09-15 03:00:00
23717,612,494,106.05,4,49,0,2025-09-15 04:00:00
23718,13145,58,13.16,2,4,0,2025-09-15 05:00:00
23719,14669,294,47.94,4,35,0,2025-09-15 06:00:00
23720,10160,192,77.92,1,16,0,2025-09-15 07:00:00
23721,9619,464,70.9,3,24,1,2025-09-15 08:00:00
23722,7887,686,10.86,5,24,1,2025-09-15 09:00:00
23723,7724,319,22.81,2,6,0,2025-09-15 10:00:00
23724,10647,556,108.45,4,42,1,2025-09-15 11:00:00
23725,13800,552,25.02,2,5,0,2025-09-15 12:00:00
23726,14363,11,42.61,3,46,1,2025-09-15 13:00:00
23727,16886,920,230.59,4,9,0,2025-09-15 14:00:00
23728,12929,605,55.46,2,13,0,2025-09-15 15:00:00
23729,9366,383,50.72,5,30,0,2025-09-15 16:00:00
23730,18312,478,53.21,3,20,0,2025-09-15 17:00:00
23731,9541,14,19.89,1,28,0,2025-09-15 18:00:00
23732,14616,214,68.28,3,11,0,2025-09-15 19:00:00
23733,3361,344,11.18,2,44,0,2025-09-15 20:00:00
23734,15108,65,29.52,4,36,0,2025-09-15 21:00:00
23735,12864,211,28.43,2,25,0,2025-09-15 22:00:00
23736,7887,864,13.89,2,35,0,2025-09-15 23:00:00
23737,19260,142,30.46,0,31,0,2025-09-16 00:00:00
23738,13193,261,56.16,4,12,1,2025-09-16 01:00:00
23739,1578,839,33.66,4,20,0,2025-09-16 02:00:00
23740,12085,361,11.05,5,40,0,2025-09-16 03:00:00
23741,4298,724,59.15,3,22,0,2025-09-16 04:00:00
23742,6716,383,28.23,1,30,0,2025-09-16 05:00:00
23743,3434,440,333.79,2,30,0,2025-09-16 06:00:00
23744,2425,977,124.96,1,14,0,2025-09-16 07:00:00
23745,16918,68,43.43,4,36,0,2025-09-16 08:00:00
23746,13786,325,32.96,5,49,0,2025-09-16 09:00:00
23747,7616,323,13.61,3,11,0,2025-09-16 10:00:00
23748,3455,305,10.07,2,20,0,2025-09-16 11:00:00
23749,11806,93,90.14,3,33,0,2025-09-16 12:00:00
23750,11345,954,43.9,0,21,0,2025-09-16 13:00:00
23751,3873,294,29.17,3,44,0,2025-09-16 14:00:00
23752,1506,304,52.17,4,13,1,2025-09-16 15:00:00
23753,10483,30,28.25,6,23,0,2025-09-16 16:00:00
23754,15003,870,34.17,4,29,0,2025-09-16 17:00:00
23755,9534,627,13.8,2,5,0,2025-09-16 18:00:00
23756,1759,406,39.17,1,49,0,2025-09-16 19:00:00
23757,1945,682,17.67,1,7,0,2025-09-16 20:00:00
23758,17940,446,38.16,1,2,0,2025-09-16 21:00:00
23759,16171,586,84.64,4,8,1,2025-09-16 22:00:00
23760,1603,152,23.43,4,34,1,2025-09-16 23:00:00
23761,18938,11,23.03,5,35,1,2025-09-17 00:00:00
23762,14568,369,72.06,1,7,0,2025-09-17 01:00:00
23763,8768,469,48.51,2,12,0,2025-09-17 02:00:00
23764,870,775,37.26,2,24,0,2025-09-17 03:00:00
23765,1326,993,12.51,4,30,0,2025-09-17 04:00:00
23766,19176,632,41.77,5,33,1,2025-09-17 05:00:00
23767,9402,790,36.25,7,20,0,2025-09-17 06:00:00
23768,4248,342,18.85,1,49,0,2025-09-17 07:00:00
23769,6051,671,143.35,2,40,0,2025-09-17 08:00:00
23770,19991,443,36.1,5,41,1,2025-09-17 09:00:00
23771,5334,168,10.04,1,25,0,2025-09-17 10:00:00
23772,5607,643,182.93,2,39,0,2025-09-17 11:00:00
23773,10173,230,41.39,6,29,0,2025-09-17 12:00:00
23774,15348,89,58.73,7,56,1,2025-09-17 13:00:00
23775,9535,298,34.31,5,51,1,2025-09-17 14:00:00
23776,9882,860,86.53,4,5,1,2025-09-17 15:00:00
23777,11667,785,28.55,6,26,1,2025-09-17 16:00:00
23778,10055,456,40.19,3,45,0,2025-09-17 17:00:00
23779,4720,772,37.62,2,50,0,2025-09-17 18:00:00
23780,12057,852,38.46,2,46,0,2025-09-17 19:00:00
23781,16920,251,59.42,5,36,0,2025-09-17 20:00:00
23782,15399,904,87.45,1,29,0,2025-09-17 21:00:00
23783,687,408,34.84,1,4,0,2025-09-17 22:00:00
23784,6757,297,59.5,2,7,0,2025-09-17 23:00:00
23785,8930,952,13.33,4,52,1,2025-09-18 00:00:00
23786,17565,113,13.72,3,49,0,2025-09-18 01:00:00
23787,2914,90,15.63,5,25,1,2025-09-18 02:00:00
23788,17172,924,22.94,1,2,0,2025-09-18 03:00:00
23789,17157,546,19.8,3,4,1,2025-09-18 04:00:00
23790,14756,328,42.55,2,26,0,2025-09-18 05:00:00
23791,7547,613,25.52,8,29,0,2025-09-18 06:00:00
23792,16062,624,68.15,3,42,1,2025-09-18 07:00:00
23793,690,879,85.63,2,18,0,2025-09-18 08:00:00
23794,7956,772,35.84,4,27,0,2025-09-18 09:00:00
23795,14987,402,118.0,3,7,0,2025-09-18 10:00:00
23796,5268,290,54.01,1,38,0,2025-09-18 11:00:00
23797,14618,896,114.59,0,9,0,2025-09-18 12:00:00
23798,19618,668,41.31,4,45,1,2025-09-18 13:00:00
23799,11016,238,30.99,1,40,0,2025-09-18 14:00:00
23800,4020,496,48.31,4,13,1,2025-09-18 15:00:00
23801,4212,422,34.33,3,40,0,2025-09-18 16:00:00
23802,5987,370,29.2,4,37,1,2025-09-18 17:00:00
23803,2588,69,15.64,3,28,1,2025-09-18 18:00:00
23804,19593,377,41.93,4,8,0,2025-09-18 19:00:00
23805,15010,157,60.96,1,30,0,2025-09-18 20:00:00
23806,10427,164,89.42,4,5,0,2025-09-18 21:00:00
23807,7646,555,111.45,1,45,0,2025-09-18 22:00:00
23808,3473,6,19.3,2,35,0,2025-09-18 23:00:00
23809,14136,734,34.4,2,20,0,2025-09-19 00:00:00
23810,5085,52,57.24,3,49,1,2025-09-19 01:00:00
23811,10097,479,60.5,3,35,1,2025-09-19 02:00:00
23812,2061,120,112.07,1,39,0,2025-09-19 03:00:00
23813,7464,807,46.51,4,14,1,2025-09-19 04:00:00
23814,19710,622,49.37,3,25,1,2025-09-19 05:00:00
23815,4455,142,32.25,4,51,0,2025-09-19 06:00:00
23816,823,369,167.38,2,28,0,2025-09-19 07:00:00
23817,18446,813,22.02,4,30,0,2025-09-19 08:00:00
23818,17291,494,74.68,0,43,0,2025-09-19 09:00:00
23819,19171,730,47.02,6,38,0,2025-09-19 10:00:00
23820,14002,602,25.52,1,46,0,2025-09-19 11:00:00
23821,14789,763,21.04,2,18,0,2025-09-19 12:00:00
23822,6942,429,54.08,3,43,1,2025-09-19 13:00:00
23823,4429,124,12.31,3,52,0,2025-09-19 14:00:00
23824,1574,394,166.4,4,38,0,2025-09-19 15:00:00
23825,11249,903,30.91,5,16,0,2025-09-19 16:00:00
23826,10344,784,336.14,2,11,0,2025-09-19 17:00:00
23827,12443,270,51.05,3,34,0,2025-09-19 18:00:00
23828,3251,105,28.43,6,55,0,2025-09-19 19:00:00
23829,1342,381,23.08,2,51,0,2025-09-19 20:00:00
23830,2078,794,82.7,2,18,0,2025-09-19 21:00:00
23831,13472,170,12.8,1,34,0,2025-09-19 22:00:00
23832,4530,577,85.47,4,16,1,2025-09-19 23:00:00
23833,17415,127,60.06,1,37,0,2025-09-20 00:00:00
23834,18215,486,31.37,3,13,1,2025-09-20 01:00:00
23835,5565,234,52.16,4,44,0,2025-09-20 02:00:00
23836,17168,51,118.47,8,34,0,2025-09-20 03:00:00
23837,5029,478,157.77,5,45,0,2025-09-20 04:00:00
23838,8782,831,146.08,6,12,1,2025-09-20 05:00:00
